Header line 1
143 84.95300633490642 57.57626811560476
144 90.85252066371937 60.98235430143298
145 96.75203499253232 64.38844048726119
146 102.65154932134526 67.7945266730894
147 55.4554346908417 40.545837186463714
148 49.55592036202874 37.139751000635506
149 43.65640603321581 33.7336648148073
150 37.75689170440286 30.32757862897909
151 31.857377375589913 26.921492443150882
152 25.95786304677697 23.515406257322667
153 20.058348717964023 20.109320071494462
154 14.158834389151075 16.703233885666254
155 8.259320060338126 13.297147699838042
156 55.45543469084169 47.35800955812014
157 61.35494901965464 50.764095743948346
158 67.25446334846758 54.170181929776554
159 73.15397767728054 57.57626811560476
160 79.05349200609348 60.98235430143298
161 84.95300633490642 64.38844048726119
162 90.85252066371937 67.7945266730894
163 49.55592036202875 43.95192337229192
164 43.6564060332158 40.545837186463714
165 37.756891704402854 37.139751000635506
166 31.85737737558992 33.7336648148073
167 25.95786304677697 30.327578628979087
168 20.058348717964016 26.921492443150882
169 14.158834389151082 23.515406257322667
170 8.259320060338126 20.109320071494462
171 49.55592036202875 50.764095743948346
172 55.4554346908417 54.17018192977655
173 61.35494901965464 57.57626811560476
174 67.25446334846758 60.98235430143298
175 73.15397767728054 64.38844048726118
176 79.05349200609348 67.7945266730894
177 43.6564060332158 47.35800955812013
178 37.75689170440286 43.95192337229192
179 31.85737737558992 40.545837186463714
180 25.957863046776964 37.139751000635506
181 20.058348717964023 33.7336648148073
182 14.158834389151082 30.327578628979087
183 8.259320060338112 26.921492443150882
184 43.6564060332158 54.17018192977655
185 49.55592036202874 57.57626811560476
186 55.45543469084169 60.98235430143297
187 61.35494901965464 64.38844048726118
188 67.25446334846758 67.7945266730894
189 37.756891704402854 50.76409574394834
190 31.85737737558992 47.35800955812013
191 25.95786304677697 43.95192337229192
192 20.058348717964023 40.54583718646371
193 14.158834389151082 37.1397510006355
194 8.259320060338126 33.7336648148073
195 37.75689170440285 57.57626811560476
196 43.6564060332158 60.98235430143296
197 49.55592036202874 64.38844048726118
198 55.45543469084169 67.7945266730894
199 31.857377375589905 54.17018192977655
200 25.95786304677697 50.76409574394834
201 20.058348717964016 47.35800955812013
202 14.158834389151082 43.95192337229192
203 8.259320060338112 40.545837186463714
204 31.857377375589913 60.98235430143296
205 37.756891704402854 64.38844048726118
206 43.656406033215795 67.7945266730894
207 25.957863046776957 57.57626811560476
208 20.058348717964023 54.17018192977655
209 14.158834389151075 50.76409574394834
210 8.259320060338112 47.35800955812013
211 25.957863046776964 64.38844048726118
212 31.857377375589913 67.79452667308938
213 20.05834871796401 60.98235430143296
214 14.158834389151082 57.576268115604755
215 8.259320060338126 54.17018192977655
216 20.058348717964016 67.79452667308938
217 14.158834389151075 64.38844048726116
218 8.259320060338126 60.98235430143296
219 8.259320060338126 67.79452667308938
220 132.14912096541 71.20061285891762
221 138.04863529422292 74.60669904474581
222 14.158834389151082 3.078889142353418
223 8.259320060338126 -0.32719704347479706
224 143.94814962303587 71.2006128589176
225 149.8476639518488 74.60669904474581
226 25.95786304677697 3.078889142353418
227 20.058348717964023 -0.32719704347478995
228 143.94814962303587 64.38844048726119
229 149.8476639518488 67.7945266730894
230 37.75689170440286 3.078889142353418
231 31.85737737558992 -0.32719704347478995
232 143.94814962303587 57.576268115604776
233 149.8476639518488 60.982354301432984
234 49.55592036202876 3.078889142353418
235 43.65640603321581 -0.32719704347478995
236 143.94814962303587 50.76409574394836
237 149.8476639518488 54.17018192977657
238 61.35494901965464 3.0788891423534253
239 55.4554346908417 -0.32719704347478284
240 143.94814962303587 43.951923372291944
241 149.8476639518488 47.35800955812015
242 73.15397767728054 3.0788891423534253
243 67.2544633484676 -0.32719704347478284
244 143.94814962303587 37.13975100063551
245 149.8476639518488 40.545837186463736
246 84.95300633490643 3.078889142353418
247 79.05349200609348 -0.32719704347478284
248 143.94814962303587 30.327578628979104
249 149.8476639518488 33.73366481480731
250 96.75203499253232 3.0788891423534253
251 90.85252066371937 -0.32719704347478284
252 143.94814962303587 23.515406257322688
253 149.84766395184883 26.921492443150893
254 108.55106365015821 3.0788891423534253
255 102.65154932134527 -0.32719704347478284
256 143.94814962303587 16.70323388566627
257 149.84766395184883 20.109320071494476
258 120.35009230778408 3.0788891423534324
259 114.45057797897115 -0.32719704347478284
260 132.14912096541 3.0788891423534324
261 143.94814962303587 9.891061514009849
262 149.84766395184883 13.297147699838064
263 126.24960663659704 -0.32719704347477574
264 138.04863529422295 -0.32719704347477574
265 143.94814962303587 3.0788891423534324
266 149.84766395184883 6.484975328181637
267 149.84766395184883 -0.32719704347477574
268 120.35009230778408 71.20061285891761
269 126.24960663659704 74.60669904474582
270 2.359805731525185 3.078889142353404
271 108.5510636501582 71.20061285891761
272 114.45057797897115 74.60669904474582
273 2.359805731525185 9.89106151400983
274 96.75203499253232 71.20061285891761
275 102.65154932134526 74.60669904474582
276 2.359805731525171 16.703233885666254
277 84.95300633490642 71.2006128589176
278 90.85252066371937 74.60669904474581
279 2.359805731525185 23.515406257322667
280 -3.539708597287756 20.10932007149446
281 73.15397767728054 71.2006128589176
282 79.05349200609348 74.6066990447458
283 2.359805731525185 30.327578628979083
284 -3.539708597287756 26.921492443150875
285 61.35494901965464 71.2006128589176
286 67.25446334846758 74.60669904474581
287 2.359805731525171 37.139751000635506
288 49.55592036202874 71.2006128589176
289 55.45543469084169 74.6066990447458
290 2.359805731525185 43.951923372291915
291 37.756891704402854 71.2006128589176
292 43.6564060332158 74.6066990447458
293 2.359805731525185 50.76409574394833
294 25.957863046776964 71.2006128589176
295 31.857377375589913 74.6066990447458
296 37.756891704402854 78.01278523057401
297 2.359805731525185 57.576268115604755
298 14.158834389151075 71.2006128589176
299 20.058348717964016 74.6066990447458
300 25.957863046776964 78.01278523057401
301 2.359805731525185 64.38844048726116
302 8.259320060338126 74.6066990447458
303 2.359805731525185 71.2006128589176
EOF
